EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
477	ATP1A2	FHM2|MHP2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	chr1
478	ATP1A3	AHC2|DYT12|RDP	ATPase, Na+/K+ transporting, alpha 3 polypeptide	chr19
479	ATP12A	ATP1AL1	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	chr13
481	ATP1B1	ATP1B	ATPase, Na+/K+ transporting, beta 1 polypeptide	chr1
482	ATP1B2	AMOG	ATPase, Na+/K+ transporting, beta 2 polypeptide	chr17
483	ATP1B3	ATPB-3|CD298	ATPase, Na+/K+ transporting, beta 3 polypeptide	chr3
486	FXYD2	ATP1G1|HOMG2	FXYD domain containing ion transport regulator 2	chr11
487	ATP2A1	ATP2A|SERCA1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	chr16
488	ATP2A2	ATP2B|DAR|DD|SERCA2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	chr12
489	ATP2A3	SERCA3	ATPase, Ca++ transporting, ubiquitous	chr17
490	ATP2B1	PMCA1|PMCA1kb	ATPase, Ca++ transporting, plasma membrane 1	chr12
491	ATP2B2	PMCA2|PMCA2a|PMCA2i	ATPase, Ca++ transporting, plasma membrane 2	chr3
492	ATP2B3	PMCA3|PMCA3a|SCAX1	ATPase, Ca++ transporting, plasma membrane 3	chrX
493	ATP2B4	ATP2B2|MXRA1|PMCA4|PMCA4b|PMCA4x	ATPase, Ca++ transporting, plasma membrane 4	chr1
495	ATP4A	ATP6A	ATPase, H+/K+ exchanging, alpha polypeptide	chr19
496	ATP4B	ATP6B	ATPase, H+/K+ exchanging, beta polypeptide	chr13
498	ATP5A1	ATP5A|ATP5AL2|ATPM|MC5DN4|MOM2|OMR|ORM|hATP1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	chr18
501	ALDH7A1	ATQ1|EPD|PDE	aldehyde dehydrogenase 7 family, member A1	chr5
506	ATP5B	ATPMB|ATPSB	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	chr12
509	ATP5C1	ATP5C|ATP5CL1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	chr10
513	ATP5D	-	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	chr19
514	ATP5E	ATPE|MC5DN3	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	chr20
515	ATP5F1	PIG47	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	chr1
516	ATP5G1	ATP5A|ATP5G	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	chr17
517	ATP5G2	ATP5A	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	chr12
518	ATP5G3	P3	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)	chr2
521	ATP5I	ATP5K	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E	chr4
522	ATP5J	ATP5|ATP5A|ATPM|CF6|F6	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	chr21
523	ATP6V1A	ATP6A1|ATP6V1A1|HO68|VA68|VPP2|Vma1	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	chr3
525	ATP6V1B1	ATP6B1|RTA1B|VATB|VMA2|VPP3	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	chr2
526	ATP6V1B2	ATP6B1B2|ATP6B2|HO57|VATB|VPP3|Vma2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	chr8
527	ATP6V0C	ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	chr16
528	ATP6V1C1	ATP6C|ATP6D|VATC|Vma5	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	chr8
529	ATP6V1E1	ATP6E|ATP6E2|ATP6V1E|P31|Vma4	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1	chr22
534	ATP6V1G2	ATP6G|ATP6G2|NG38|VMA10	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	chr6
535	ATP6V0A1	ATP6N1|ATP6N1A|Stv1|VPP1|Vph1|a1	ATPase, H+ transporting, lysosomal V0 subunit a1	chr17
537	ATP6AP1	16A|ATP6IP1|ATP6S1|Ac45|CF2|VATPS1|XAP-3|XAP3	ATPase, H+ transporting, lysosomal accessory protein 1	chrX
538	ATP7A	DSMAX|MK|MNK|SMAX3	ATPase, Cu++ transporting, alpha polypeptide	chrX
539	ATP5O	ATPO|OSCP	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	chr21
540	ATP7B	PWD|WC1|WD|WND	ATPase, Cu++ transporting, beta polypeptide	chr13
545	ATR	FCTCS|FRP1|MEC1|SCKL|SCKL1	ataxia telangiectasia and Rad3 related	chr3
546	ATRX	ATR2|JMS|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX	alpha thalassemia/mental retardation syndrome X-linked	chrX
547	KIF1A	ATSV|C2orf20|HSN2C|MRD9|SPG30|UNC104	kinesin family member 1A	chr2
549	AUH	-	AU RNA binding protein/enoyl-CoA hydratase	chr9
550	AUP1	-	ancient ubiquitous protein 1	chr2
551	AVP	ADH|ARVP|AVP-NPII|AVRP|VP	arginine vasopressin	chr20
552	AVPR1A	AVPR V1a|AVPR1|V1aR	arginine vasopressin receptor 1A	chr12
554	AVPR2	ADHR|DI1|DIR|DIR3|NDI|V2R	arginine vasopressin receptor 2	chrX
558	AXL	JTK11|UFO	AXL receptor tyrosine kinase	chr19
563	AZGP1	ZA2G|ZAG	alpha-2-glycoprotein 1, zinc-binding	chr7
566	AZU1	AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC	azurocidin 1	chr19
567	B2M	-	beta-2-microglobulin	chr15
570	BAAT	BACAT|BAT	bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)	chr9
571	BACH1	BACH-1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	chr21
572	BAD	BBC2|BCL2L8	BCL2-associated agonist of cell death	chr11
573	BAG1	BAG-1|HAP|RAP46	BCL2-associated athanogene	chr9
575	BAI1	GDAIF	brain-specific angiogenesis inhibitor 1	chr8
576	BAI2	-	brain-specific angiogenesis inhibitor 2	chr1
577	BAI3	-	brain-specific angiogenesis inhibitor 3	chr6
578	BAK1	BAK|BAK-LIKE|BCL2L7|CDN1	BCL2-antagonist/killer 1	chr6
580	BARD1	-	BRCA1 associated RING domain 1	chr2
581	BAX	BCL2L4	BCL2-associated X protein	chr19
582	BBS1	BBS2L2	Bardet-Biedl syndrome 1	chr11
585	BBS4	-	Bardet-Biedl syndrome 4	chr15
586	BCAT1	BCATC|BCT1|ECA39|MECA39|PNAS121|PP18	branched chain amino-acid transaminase 1, cytosolic	chr12
587	BCAT2	BCAM|BCATM|BCT2|PP18	branched chain amino-acid transaminase 2, mitochondrial	chr19
590	BCHE	CHE1|CHE2|E1	butyrylcholinesterase	chr3
593	BCKDHA	BCKDE1A|MSU|MSUD1|OVD1A	branched chain keto acid dehydrogenase E1, alpha polypeptide	chr19
594	BCKDHB	E1B|dJ279A18.1	branched chain keto acid dehydrogenase E1, beta polypeptide	chr6
595	CCND1	BCL1|D11S287E|PRAD1|U21B31	cyclin D1	chr11
596	BCL2	Bcl-2|PPP1R50	B-cell CLL/lymphoma 2	chr18
597	BCL2A1	ACC-1|ACC-2|BCL2L5|BFL1|GRS|HBPA1	BCL2-related protein A1	chr15
598	BCL2L1	BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS	BCL2-like 1	chr20
599	BCL2L2	BCL-W|BCL2-L-2|BCLW|PPP1R51	BCL2-like 2	chr14
602	BCL3	BCL4|D19S37	B-cell CLL/lymphoma 3	chr19
604	BCL6	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	B-cell CLL/lymphoma 6	chr3
605	BCL7A	BCL7	B-cell CLL/lymphoma 7A	chr12
607	BCL9	LGS	B-cell CLL/lymphoma 9	chr1
608	TNFRSF17	BCM|BCMA|CD269|TNFRSF13A	tumor necrosis factor receptor superfamily, member 17	chr16
610	HCN2	BCNG-2|BCNG2|HAC-1	hyperpolarization activated cyclic nucleotide-gated potassium channel 2	chr19
611	OPN1SW	BCP|BOP|CBT	opsin 1 (cone pigments), short-wave-sensitive	chr7
613	BCR	ALL|BCR1|CML|D22S11|D22S662|PHL	breakpoint cluster region	chr22
617	BCS1L	BCS|BCS1|BJS|FLNMS|GRACILE|Hs.6719|MC3DN1|PTD|h-BCS	BC1 (ubiquinol-cytochrome c reductase) synthesis-like	chr2
622	BDH1	BDH|SDR9C1	3-hydroxybutyrate dehydrogenase, type 1	chr3
623	BDKRB1	B1BKR|B1R|BKB1R|BKR1|BRADYB1	bradykinin receptor B1	chr14
624	BDKRB2	B2R|BK-2|BK2|BKR2|BRB2	bradykinin receptor B2	chr14
627	BDNF	ANON2|BULN2	brain-derived neurotrophic factor	chr11
629	CFB	AHUS4|BF|BFD|CFAB|FB|FBI12|GBG|H2-Bf|PBF2	complement factor B	chr6
631	BFSP1	CP115|CP94|CTRCT33|LIFL-H	beaded filament structural protein 1, filensin	chr20
632	BGLAP	BGP|OC|OCN	bone gamma-carboxyglutamate (gla) protein	chr1
633	BGN	DSPG1|PG-S1|PGI|SLRR1A	biglycan	chrX
634	CEACAM1	BGP|BGP1|BGPI	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	chr19
635	BHMT	BHMT1	betaine--homocysteine S-methyltransferase	chr5
636	BICD1	BICD	bicaudal D homolog 1 (Drosophila)	chr12
637	BID	FP497	BH3 interacting domain death agonist	chr22
638	BIK	BIP1|BP4|NBK	BCL2-interacting killer (apoptosis-inducing)	chr22
639	PRDM1	BLIMP1|PRDI-BF1	PR domain containing 1, with ZNF domain	chr6
640	BLK	MODY11	B lymphoid tyrosine kinase	chr8
641	BLM	BS|RECQ2|RECQL2|RECQL3	Bloom syndrome, RecQ helicase-like	chr15
642	BLMH	BH|BMH	bleomycin hydrolase	chr17
644	BLVRA	BLVR|BVR|BVRA	biliverdin reductase A	chr7
645	BLVRB	BVRB|FLR|SDR43U1	biliverdin reductase B (flavin reductase (NADPH))	chr19
646	BNC1	BNC|BSN1|HsT19447	basonuclin 1	chr15
648	BMI1	FLVI2/BMI1|PCGF4|RNF51	BMI1 polycomb ring finger oncogene	chr10
649	BMP1	OI13|PCOLC|PCP|PCP2|TLD	bone morphogenetic protein 1	chr8
650	BMP2	BDA2|BMP2A	bone morphogenetic protein 2	chr20
651	BMP3	BMP-3A	bone morphogenetic protein 3	chr4
652	BMP4	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	bone morphogenetic protein 4	chr14
653	BMP5	-	bone morphogenetic protein 5	chr6
654	BMP6	VGR|VGR1	bone morphogenetic protein 6	chr6
655	BMP7	OP-1	bone morphogenetic protein 7	chr20
656	BMP8B	BMP8|OP2	bone morphogenetic protein 8b	chr1
657	BMPR1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	bone morphogenetic protein receptor, type IA	chr10
658	BMPR1B	ALK-6|ALK6|CDw293	bone morphogenetic protein receptor, type IB	chr4
659	BMPR2	BMPR-II|BMPR3|BMR2|BRK-3|PPH1|T-ALK	bone morphogenetic protein receptor, type II (serine/threonine kinase)	chr2
660	BMX	ETK|PSCTK2|PSCTK3	BMX non-receptor tyrosine kinase	chrX
661	POLR3D	BN51T|RPC4|RPC53|TSBN51	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	chr8
662	BNIP1	NIP1|SEC20|TRG-8	BCL2/adenovirus E1B 19kDa interacting protein 1	chr5
663	BNIP2	BNIP-2|NIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	chr15
664	BNIP3	NIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	chr10
665	BNIP3L	BNIP3a|NIX	BCL2/adenovirus E1B 19kDa interacting protein 3-like	chr8
667	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|HSAN6|MACF2	dystonin	chr6
668	FOXL2	BPES|BPES1|PFRK|PINTO|POF3	forkhead box L2	chr3
669	BPGM	DPGM	2,3-bisphosphoglycerate mutase	chr7
670	BPHL	BPH-RP|MCNAA|VACVASE	biphenyl hydrolase-like (serine hydrolase)	chr6
671	BPI	BPIFD1|rBPI	bactericidal/permeability-increasing protein	chr20
672	BRCA1	BRCAI|BRCC1|BROVCA1|IRIS|PNCA4|PPP1R53|PSCP|RNF53	breast cancer 1, early onset	chr17
673	BRAF	B-RAF1|BRAF1|NS7|RAFB1	v-raf murine sarcoma viral oncogene homolog B	chr7
675	BRCA2	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCB|FANCD|FANCD1|GLM3|PNCA2	breast cancer 2, early onset	chr13
676	BRDT	BRD6|CT9	bromodomain, testis-specific	chr1
677	ZFP36L1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	ZFP36 ring finger protein-like 1	chr14
678	ZFP36L2	BRF2|ERF-2|ERF2|RNF162C|TIS11D	ZFP36 ring finger protein-like 2	chr2
682	BSG	5F7|CD147|EMMPRIN|M6|OK|TCSF	basigin (Ok blood group)	chr19
683	BST1	CD157	bone marrow stromal cell antigen 1	chr4
684	BST2	CD317|TETHERIN	bone marrow stromal cell antigen 2	chr19
685	BTC	-	betacellulin	chr4
686	BTD	-	biotinidase	chr3
687	KLF9	BTEB|BTEB1	Kruppel-like factor 9	chr9
688	KLF5	BTEB2|CKLF|IKLF	Kruppel-like factor 5 (intestinal)	chr13
689	BTF3	BETA-NAC|BTF3a|BTF3b|NACB	basic transcription factor 3	chr5
694	BTG1	-	B-cell translocation gene 1, anti-proliferative	chr12
695	BTK	AGMX1|AT|ATK|BPK|IMD1|PSCTK1|XLA	Bruton agammaglobulinemia tyrosine kinase	chrX
696	BTN1A1	BT|BTN	butyrophilin, subfamily 1, member A1	chr6
699	BUB1	BUB1A|BUB1L|hBUB1	BUB1 mitotic checkpoint serine/threonine kinase	chr2
701	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	BUB1 mitotic checkpoint serine/threonine kinase B	chr15
705	BYSL	BYSTIN	bystin-like	chr6
706	TSPO	BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18	translocator protein (18kDa)	chr22
708	C1QBP	GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32	complement component 1, q subcomponent binding protein	chr17
710	SERPING1	C1IN|C1INH|C1NH|HAE1|HAE2	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	chr11
712	C1QA	-	complement component 1, q subcomponent, A chain	chr1
713	C1QB	-	complement component 1, q subcomponent, B chain	chr1
716	C1S	-	complement component 1, s subcomponent	chr12
717	C2	CO2	complement component 2	chr6
718	C3	AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1	complement component 3	chr19
719	C3AR1	AZ3B|C3AR|HNFAG09	complement component 3a receptor 1	chr12
722	C4BPA	C4BP|PRP	complement component 4 binding protein, alpha	chr1
725	C4BPB	C4BP	complement component 4 binding protein, beta	chr1
726	CAPN5	HTRA3|nCL-3	calpain 5	chr11
727	C5	C5a|C5b|CPAMD4	complement component 5	chr9
728	C5AR1	C5A|C5AR|C5R1|CD88	complement component 5a receptor 1	chr19
729	C6	-	complement component 6	chr5
730	C7	-	complement component 7	chr5
731	C8A	-	complement component 8, alpha polypeptide	chr1
732	C8B	C82	complement component 8, beta polypeptide	chr1
733	C8G	C8C	complement component 8, gamma polypeptide	chr9
734	OSGIN2	C8orf1|hT41	oxidative stress induced growth inhibitor family member 2	chr8
735	C9	-	complement component 9	chr5
740	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1	mitochondrial ribosomal protein L49	chr11
741	ZNHIT2	C11orf5|FON	zinc finger, HIT-type containing 2	chr11
744	MPPED2	239FB|C11orf8	metallophosphoesterase domain containing 2	chr11
747	DAGLA	C11orf11|DAGL(ALPHA)|DAGLALPHA|NSDDR	diacylglycerol lipase, alpha	chr11
752	FMNL1	C17orf1|C17orf1B|FHOD4|FMNL|KW-13	formin-like 1	chr17
754	PTTG1IP	C21orf1|C21orf3|PBF	pituitary tumor-transforming 1 interacting protein	chr21
757	TMEM50B	C21orf4|HCVP7TP3	transmembrane protein 50B	chr21
759	CA1	CA-I|CAB|Car1	carbonic anhydrase I	chr8
760	CA2	CA-II|CAC|CAII|Car2	carbonic anhydrase II	chr8
761	CA3	CAIII|Car3	carbonic anhydrase III, muscle specific	chr8
762	CA4	CAIV|Car4|RP17	carbonic anhydrase IV	chr17
763	CA5A	CA5|CAV|CAVA	carbonic anhydrase VA, mitochondrial	chr16
765	CA6	CA-VI|GUSTIN	carbonic anhydrase VI	chr1
766	CA7	CAVII	carbonic anhydrase VII	chr16
767	CA8	CA-VIII|CALS|CAMRQ3|CARP	carbonic anhydrase VIII	chr8
768	CA9	CAIX|MN	carbonic anhydrase IX	chr9
770	CA11	CARPX1	carbonic anhydrase XI	chr19
771	CA12	CAXII|HsT18816	carbonic anhydrase XII	chr15
773	CACNA1A	APCA|BI|CACNL1A4|CAV2.1|EA2|FHM|HPCA|MHP|MHP1|SCA6	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	chr19
774	CACNA1B	BIII|CACNL1A5|CACNN|Cav2.2	calcium channel, voltage-dependent, N type, alpha 1B subunit	chr9
775	CACNA1C	CACH2|CACN2|CACNL1A1|CCHL1A1|CaV1.2|LQT8|TS	calcium channel, voltage-dependent, L type, alpha 1C subunit	chr12
776	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|SANDD	calcium channel, voltage-dependent, L type, alpha 1D subunit	chr3
777	CACNA1E	BII|CACH6|CACNL1A6|Cav2.3	calcium channel, voltage-dependent, R type, alpha 1E subunit	chr1
778	CACNA1F	AIED|COD3|COD4|CORDX|CORDX3|CSNB2|CSNB2A|CSNBX2|Cav1.4|JM8|JMC8|OA2	calcium channel, voltage-dependent, L type, alpha 1F subunit	chrX
779	CACNA1S	CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	calcium channel, voltage-dependent, L type, alpha 1S subunit	chr1
780	DDR1	CAK|CD167|DDR|EDDR1|HGK2|MCK10|NEP|NTRK4|PTK3|PTK3A|RTK6|TRKE	discoidin domain receptor tyrosine kinase 1	chr6
781	CACNA2D1	CACNA2|CACNL2A|CCHL2A	calcium channel, voltage-dependent, alpha 2/delta subunit 1	chr7
782	CACNB1	CAB1|CACNLB1|CCHLB1	calcium channel, voltage-dependent, beta 1 subunit	chr17
783	CACNB2	CACNLB2|CAVB2|MYSB	calcium channel, voltage-dependent, beta 2 subunit	chr10
784	CACNB3	CAB3|CACNLB3	calcium channel, voltage-dependent, beta 3 subunit	chr12
785	CACNB4	CAB4|CACNLB4|EA5|EIG9|EJM|EJM4|EJM6	calcium channel, voltage-dependent, beta 4 subunit	chr2
786	CACNG1	CACNLG	calcium channel, voltage-dependent, gamma subunit 1	chr17
788	SLC25A20	CAC|CACT	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	chr3
790	CAD	-	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	chr2
793	CALB1	CALB	calbindin 1, 28kDa	chr8
794	CALB2	CAB29|CAL2|CR	calbindin 2	chr16
795	S100G	CABP|CABP1|CABP9K|CALB3	S100 calcium binding protein G	chrX
796	CALCA	CALC1|CGRP|CGRP-I|CGRP1|CT|KC	calcitonin-related polypeptide alpha	chr11
799	CALCR	CRT|CT-R|CTR|CTR1	calcitonin receptor	chr7
800	CALD1	CDM|H-CAD|HCAD|L-CAD|LCAD|NAG22	caldesmon 1	chr7
805	CALM2	CAMII|PHKD|PHKD2	calmodulin 2 (phosphorylase kinase, delta)	chr2
808	CALM3	PHKD|PHKD3	calmodulin 3 (phosphorylase kinase, delta)	chr19
810	CALML3	CLP	calmodulin-like 3	chr10
811	CALR	CRT|RO|SSA|cC1qR	calreticulin	chr19
813	CALU	-	calumenin	chr7
814	CAMK4	CaMK IV|CaMK-GR|IV|caMK	calcium/calmodulin-dependent protein kinase IV	chr5
815	CAMK2A	CAMKA	calcium/calmodulin-dependent protein kinase II alpha	chr5
816	CAMK2B	CAM2|CAMK2|CAMKB	calcium/calmodulin-dependent protein kinase II beta	chr7
818	CAMK2G	CAMK|CAMK-II|CAMKG	calcium/calmodulin-dependent protein kinase II gamma	chr10
819	CAMLG	CAML	calcium modulating ligand	chr5
820	CAMP	CAP-18|CAP18|CRAMP|FALL-39|FALL39|LL37	cathelicidin antimicrobial peptide	chr3
821	CANX	CNX|IP90|P90	calnexin	chr5
822	CAPG	AFCP|MCP	capping protein (actin filament), gelsolin-like	chr2
823	CAPN1	CANP|CANP1|CANPL1|muCANP|muCL	calpain 1, (mu/I) large subunit	chr11
824	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2, (m/II) large subunit	chr1
825	CAPN3	CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94	calpain 3, (p94)	chr15
826	CAPNS1	30K|CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	calpain, small subunit 1	chr19
827	CAPN6	CANPX|CAPNX|CalpM|DJ914P14.1	calpain 6	chrX
829	CAPZA1	CAPPA1|CAPZ|CAZ1	capping protein (actin filament) muscle Z-line, alpha 1	chr1
830	CAPZA2	CAPPA2|CAPZ	capping protein (actin filament) muscle Z-line, alpha 2	chr7
831	CAST	BS-17	calpastatin	chr5
832	CAPZB	CAPB|CAPPB|CAPZ	capping protein (actin filament) muscle Z-line, beta	chr1
833	CARS	CARS1|CYSRS|MGC:11246	cysteinyl-tRNA synthetase	chr11
834	CASP1	ICE|IL1BC|P45	caspase 1, apoptosis-related cysteine peptidase	chr11
835	CASP2	CASP-2|ICH1|NEDD-2|NEDD2|PPP1R57	caspase 2, apoptosis-related cysteine peptidase	chr7
836	CASP3	CPP32|CPP32B|SCA-1	caspase 3, apoptosis-related cysteine peptidase	chr4
837	CASP4	ICE(rel)II|ICEREL-II|ICH-2|Mih1/TX|TX	caspase 4, apoptosis-related cysteine peptidase	chr11
838	CASP5	ICE(rel)III|ICEREL-III|ICH-3	caspase 5, apoptosis-related cysteine peptidase	chr11
839	CASP6	MCH2	caspase 6, apoptosis-related cysteine peptidase	chr4
840	CASP7	CASP-7|CMH-1|ICE-LAP3|LICE2|MCH3	caspase 7, apoptosis-related cysteine peptidase	chr10
841	CASP8	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	caspase 8, apoptosis-related cysteine peptidase	chr2
842	CASP9	APAF-3|APAF3|ICE-LAP6|MCH6|PPP1R56	caspase 9, apoptosis-related cysteine peptidase	chr1
843	CASP10	ALPS2|FLICE2|MCH4	caspase 10, apoptosis-related cysteine peptidase	chr2
844	CASQ1	CASQ|PDIB1	calsequestrin 1 (fast-twitch, skeletal muscle)	chr1
845	CASQ2	PDIB2	calsequestrin 2 (cardiac muscle)	chr1
846	CASR	CAR|EIG8|FHH|FIH|GPRC2A|HHC|HHC1|NSHPT|PCAR1	calcium-sensing receptor	chr3
847	CAT	-	catalase	chr11
857	CAV1	BSCL3|CGL3|MSTP085|PPH3|VIP21	caveolin 1, caveolae protein, 22kDa	chr7
858	CAV2	CAV	caveolin 2	chr7
859	CAV3	LGMD1C|LQT9|VIP-21|VIP21	caveolin 3	chr3
860	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	runt-related transcription factor 2	chr6
861	RUNX1	AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB	runt-related transcription factor 1	chr21
862	RUNX1T1	AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	chr8
863	CBFA2T3	ETO2|MTG16|MTGR2|ZMYND4	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	chr16
864	RUNX3	AML2|CBFA3|PEBP2aC	runt-related transcription factor 3	chr1
865	CBFB	PEBP2B	core-binding factor, beta subunit	chr16
866	SERPINA6	CBG	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6	chr14
867	CBL	C-CBL|CBL2|FRA11B|NSLL|RNF55	Cbl proto-oncogene, E3 ubiquitin protein ligase	chr11
868	CBLB	Cbl-b|RNF56	Cbl proto-oncogene B, E3 ubiquitin protein ligase	chr3
869	CBLN1	-	cerebellin 1 precursor	chr16
871	SERPINH1	AsTP3|CBP1|CBP2|HSP47|OI10|PPROM|RA-A47|SERPINH2|gp46	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	chr11
873	CBR1	CBR|SDR21C1|hCBR1	carbonyl reductase 1	chr21
874	CBR3	SDR21C2|hCBR3	carbonyl reductase 3	chr21
875	CBS	HIP4	cystathionine-beta-synthase	chr21
881	CCIN	BTBD20	calicin	chr9
883	CCBL1	GTK|KAT1|KATI	cysteine conjugate-beta lyase, cytoplasmic	chr9
885	CCK	-	cholecystokinin	chr3
886	CCKAR	CCK-A|CCK1-R|CCKRA	cholecystokinin A receptor	chr4
887	CCKBR	CCK-B|CCK2R|GASR	cholecystokinin B receptor	chr11
889	KRIT1	CAM|CCM1	KRIT1, ankyrin repeat containing	chr7
890	CCNA2	CCN1|CCNA	cyclin A2	chr4
891	CCNB1	CCNB	cyclin B1	chr5
892	CCNC	CycC	cyclin C	chr6
894	CCND2	KIAK0002	cyclin D2	chr12
896	CCND3	-	cyclin D3	chr6
898	CCNE1	CCNE	cyclin E1	chr19
899	CCNF	FBX1|FBXO1	cyclin F	chr16
900	CCNG1	CCNG	cyclin G1	chr5
901	CCNG2	-	cyclin G2	chr4
902	CCNH	CAK|p34|p37	cyclin H	chr5
904	CCNT1	CCNT|CYCT1|HIVE1	cyclin T1	chr12
905	CCNT2	CYCT2	cyclin T2	chr2
908	CCT6A	CCT-zeta|CCT-zeta-1|CCT6|Cctz|HTR3|MoDP-2|TCP-1-zeta|TCP20|TCPZ|TTCP20	chaperonin containing TCP1, subunit 6A (zeta 1)	chr7
909	CD1A	CD1|FCB6|HTA1|R4|T6	CD1a molecule	chr1
910	CD1B	CD1|CD1A|R1	CD1b molecule	chr1
911	CD1C	BDCA1|CD1|CD1A|R7	CD1c molecule	chr1
912	CD1D	CD1A|R3	CD1d molecule	chr1
913	CD1E	CD1A|R2	CD1e molecule	chr1
914	CD2	LFA-2|SRBC|T11	CD2 molecule	chr1
915	CD3D	CD3-DELTA|T3D	CD3d molecule, delta (CD3-TCR complex)	chr11
916	CD3E	T3E|TCRE	CD3e molecule, epsilon (CD3-TCR complex)	chr11
917	CD3G	CD3-GAMMA|T3G	CD3g molecule, gamma (CD3-TCR complex)	chr11
919	CD247	CD3-ZETA|CD3H|CD3Q|CD3Z|T3Z|TCRZ	CD247 molecule	chr1
920	CD4	CD4mut	CD4 molecule	chr12
921	CD5	LEU1|T1	CD5 molecule	chr11
922	CD5L	AIM|API6|PRO229|SP-ALPHA|Spalpha	CD5 molecule-like	chr1
923	CD6	TP120	CD6 molecule	chr11
924	CD7	GP40|LEU-9|TP41|Tp40	CD7 molecule	chr17
926	CD8B	CD8B1|LEU2|LY3|LYT3|P37	CD8b molecule	chr2
928	CD9	BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29	CD9 molecule	chr12
929	CD14	-	CD14 molecule	chr5
930	CD19	B4|CVID3	CD19 molecule	chr16
